Vehicle_ID,Manufacturer,Model,Year,Battery_Type,Battery_Capacity_kWh,Range_km,Charging_Type,Charge_Time_hr,Price_USD,Color,Country_of_Manufacture,Autonomous_Level,CO2_Emissions_g_per_km,Safety_Rating,Units_Sold_2024,Warranty_Years
869,Chevrolet,Silverado EV,2017,Solid-state,119.1,512,DC Fast Charging (DCFC),3.3,103838.5,Candy Apple Red,Sweden,0.0,0.0,3.0,6895,5
870,Rimac,Nevera,2024,Lithium-ion,143.3,274,Battery Swapping,11.1,72014.07,Metallic Silver,South Korea,1.0,0.0,3.0,6028,5
871,Lucid Motors,Lucid Gravity,2025,Lithium-titanate,77.1,546,Vehicle-to-Home (V2H),1.3,59493.13,Matte Black,Czech Republic,1.0,0.0,3.0,2134,4
872,Lotus,Evija,2015,Zinc-air,113.7,470,Mobile Charging,4.8,47218.38,Yellow,Austria,,,,12698,5
873,Jaguar,I-PACE,2025,Lithium-ion,93.3,137,Level 1 Charging,8.0,139297.37,Matte Green,India,4.0,0.0,3.0,16074,5
874,Honda,Honda Prologue,2025,Nickel-manganese-cobalt,82.3,560,CHAdeMO,5.7,135533.32,Crimson Red,Sweden,5.0,,4.0,5253,4
875,Peugeot,e-208,2021,Magnesium-ion,59.0,121,Vehicle-to-Home (V2H),5.2,135576.6,Rose Gold,Austria,1.0,0.0,4.0,13799,4
876,Changan,Q05,2022,Nickel-manganese-cobalt,143.8,337,Overhead Pantograph Charging,4.4,109844.81,Gray,South Africa,1.0,0.0,5.0,11908,4
877,Lamborghini,Lanzador (upcoming EV),2020,Flow batteries,59.9,301,CHAdeMO,5.9,95139.44,Candy Apple Red,Poland,4.0,0.0,4.0,18077,3
878,Mini,Mini Cooper SE,2023,Nickel-cobalt-aluminum,43.4,326,Level 1 Charging,8.5,76316.48,Lime Green,Norway,5.0,0.0,5.0,13168,5
879,VinFast,VF 7,2017,Nickel-cobalt-aluminum,61.1,225,CHAdeMO,9.3,88402.2,Sapphire Blue,Finland,5.0,0.0,3.0,2809,3
880,Tesla,Model S,2020,Calcium-ion,31.7,576,Overhead Pantograph Charging,2.8,48072.35,Electric Blue,Poland,2.0,0.0,4.0,15567,4
881,Dacia,Jogger Hybrid,2019,Lithium-sulfur,33.2,387,NACS,10.9,48242.03,Tan,Canada,4.0,0.0,5.0,15386,5
882,Toyota,Lexus UX 300e,2018,Solid-state,106.3,175,Vehicle-to-Home (V2H),1.6,34725.4,Beige,New Zealand,1.0,0.0,4.0,14448,5
883,Ferrari,SF90 Stradale (PHEV),2022,Aluminum-ion,22.6,351,Overhead Pantograph Charging,10.7,148537.84,Turquoise,China,4.0,0.0,3.0,3636,5
884,Lucid Motors,Lucid DreamDrive,2020,Lithium-sulfur,112.5,585,DC Fast Charging (DCFC),4.6,148028.51,Champagne,Germany,4.0,0.0,4.0,6292,5
885,Toyota,Lexus UX 300e,2015,Nickel-manganese-cobalt,61.4,185,Level 2 Charging,8.0,114061.79,Gold,Malaysia,2.0,,5.0,15010,5
886,Hyundai,Ioniq 6,2023,Lithium-ion,37.0,600,Level 1 Charging,8.9,32305.46,Beige,Denmark,3.0,0.0,4.0,12292,4
887,BYD,Atto 3,2021,Nickel-cobalt-aluminum,111.9,167,Overhead Pantograph Charging,8.8,96285.92,Champagne,Czech Republic,3.0,0.0,,10440,5
888,Jaguar,I-PACE,2017,Magnesium-ion,119.1,224,DC Fast Charging (DCFC),2.5,37795.1,Matte Green,Belgium,0.0,,,11178,5
889,Audi,e-tron GT,2024,Flow batteries,145.5,596,Vehicle-to-Home (V2H),7.8,69708.08,Lime Green,France,0.0,0.0,5.0,2659,3
890,Hyundai,Kona Electric,2015,Nickel-cobalt-aluminum,122.9,219,Inductive (Wireless) Charging,1.1,39529.43,Purple,South Africa,1.0,0.0,5.0,6096,4
891,Mazda,MX-30,2022,Nickel-metal hydride,86.0,140,NACS,11.7,61591.39,Matte White,Singapore,5.0,,3.0,6129,4
892,Citroen,ë-C4,2017,Nickel-cobalt-aluminum,102.6,403,Solar Charging,7.4,90798.53,Copper,Switzerland,2.0,0.0,5.0,8246,4
893,Citroen,ë-C4,2016,Lithium-ion,28.2,276,Level 2 Charging,7.6,128124.42,Green,Malaysia,,0.0,,19272,4
894,Seat,Avenger,2024,Lithium-sulfur,114.5,263,Vehicle-to-Home (V2H),4.6,127315.84,Turquoise,Russia,3.0,0.0,3.0,7474,5
895,Mercedes-Benz,EQC,2020,Nickel-cobalt-aluminum,80.4,336,Mobile Charging,11.1,131577.79,Cream,Australia,3.0,0.0,4.0,13749,3
896,Volkswagen,ID.2all,2020,Nickel-cobalt-aluminum,148.7,423,CHAdeMO,5.1,31674.02,Burgundy,Norway,1.0,0.0,,15475,3
897,Toyota,Lexus RZ,2018,Lithium-ion,84.7,181,Solar Charging,10.0,132457.76,Bronze,Austria,4.0,0.0,3.0,15969,5
898,BMW,i4,2016,Solid-state,143.9,461,Vehicle-to-Load (V2L),7.5,46977.34,Matte Black,Russia,3.0,0.0,5.0,5197,4
899,Acura,ZDX (with GM Ultium),2025,Zinc-air,75.8,162,CHAdeMO,6.6,70931.67,Turquoise,Italy,3.0,,4.0,8064,3
900,Rimac,Nevera,2020,Flow batteries,139.0,597,Vehicle-to-Load (V2L),9.5,96599.49,Matte Green,Mexico,1.0,0.0,5.0,7501,5
901,Jeep,Grand Cherokee 4xe (PHEV),2018,Nickel-manganese-cobalt,93.2,555,Level 1 Charging,4.1,135687.38,Beige,Sweden,0.0,0.0,5.0,8716,3
902,Geely,Geometry C,2018,Magnesium-ion,120.1,464,CHAdeMO,4.7,123331.11,Aurora Blue,Belgium,0.0,0.0,4.0,18411,3
903,VinFast,VF 8,2020,Nickel-manganese-cobalt,148.1,409,Inductive (Wireless) Charging,10.0,107500.99,Gun Metal,Ireland,,0.0,3.0,17154,5
904,Mazda,MX-30,2021,Nickel-cobalt-aluminum,111.1,536,Level 1 Charging,3.9,54508.8,Copper,Germany,,0.0,4.0,15235,3
905,Geely,Emgrand EV,2021,Lead-acid,40.4,327,Mobile Charging,1.7,62826.25,Bronze,Denmark,3.0,0.0,4.0,555,3
906,BMW,i4,2023,Nickel-manganese-cobalt,67.9,261,Plug-in Hydrogen Refueling,6.8,105466.84,Ruby Red,Hungary,2.0,0.0,5.0,9270,4
907,Ferrari,Ferrari EV (2025+),2015,Aluminum-ion,86.5,470,CHAdeMO,6.2,141233.85,Gray,Sweden,,,3.0,11806,4
908,Pininfarina,Battista,2021,Sodium-ion,117.6,352,Plug-in Hydrogen Refueling,6.8,92961.52,Ruby Red,Thailand,4.0,0.0,4.0,5212,3
909,Citroen,ë-Spacetourer,2018,Lithium-iron phosphate,27.3,449,Level 1 Charging,1.1,131147.18,Crimson Red,New Zealand,,0.0,3.0,4511,5
910,Rimac,Nevera,2021,Magnesium-ion,102.5,302,Level 1 Charging,6.4,64756.73,Black,Indonesia,0.0,0.0,,7520,5
911,Mahindra,XUV400,2020,Lithium-titanate,30.5,551,Overhead Pantograph Charging,6.4,129484.4,Cream,Switzerland,0.0,0.0,4.0,8704,5
912,BYD,Atto 3,2021,Nickel-metal hydride,128.5,486,Battery Swapping,4.3,69246.97,Gold,Thailand,,0.0,,19771,5
913,Mini,Mini Aceman,2021,Lithium-iron phosphate,44.0,121,Plug-in Hydrogen Refueling,9.8,119137.61,Electric Blue,Denmark,5.0,0.0,5.0,7023,5
914,Canoo,Pickup,2020,Nickel-manganese-cobalt,27.1,420,Ultra-Fast Charging (350 kW+),7.0,136125.65,Gold,Switzerland,2.0,,4.0,6761,4
915,Renault,Kangoo E-Tech,2020,Nickel-manganese-cobalt,147.9,408,NACS,11.1,87621.07,Gun Metal,Czech Republic,5.0,0.0,5.0,3514,3
916,Nissan,Leaf,2015,Lithium-sulfur,140.9,255,Vehicle-to-Home (V2H),4.9,98173.31,Pearl White,France,,0.0,4.0,12216,3
917,Toyota,Lexus RZ,2025,Lithium-ion,58.7,117,CCS,4.0,61527.08,Cobalt Blue,Switzerland,,0.0,3.0,15614,3
918,Tesla,Model S,2016,Lithium-titanate,50.5,545,Battery Swapping,3.6,114345.21,Aurora Blue,China,1.0,0.0,4.0,979,3
919,Mahindra,Born Electric (upcoming range),2022,Nickel-cobalt-aluminum,42.8,106,Level 2 Charging,8.1,145131.47,Bronze,Czech Republic,1.0,0.0,,8911,3
920,Polestar,Polestar 5 (upcoming),2015,Flow batteries,25.7,388,Vehicle-to-Grid (V2G),6.9,114353.63,Burgundy,Austria,5.0,,5.0,12035,4
921,Canoo,Pickup,2023,Nickel-metal hydride,68.5,561,Overhead Pantograph Charging,8.9,94892.04,Purple,Brazil,4.0,0.0,4.0,9582,3
922,Canoo,MPDV,2022,Flow batteries,90.5,284,Vehicle-to-Grid (V2G),1.5,60384.04,Gray,Mexico,5.0,0.0,5.0,5383,3
923,Pininfarina,Battista,2024,Sodium-ion,90.2,525,NACS,10.3,98843.11,Platinum,Switzerland,3.0,,3.0,16429,5
924,Chevrolet,Equinox EV,2016,Zinc-air,20.5,578,NACS,9.0,112081.28,Burgundy,Mexico,2.0,0.0,5.0,12942,5
925,Mini,Mini Cooper SE,2018,Zinc-air,65.6,308,CCS,3.1,107268.27,Charcoal,Denmark,4.0,0.0,3.0,10045,3
926,Citroen,ë-Spacetourer,2019,Calcium-ion,47.2,426,CCS,11.4,52920.79,Black,Germany,1.0,,3.0,2196,4
927,Geely,Geometry A,2021,Sodium-ion,106.0,105,Solar Charging,4.4,74989.91,Magenta,Vietnam,3.0,0.0,5.0,16100,3
928,Mahindra,Born Electric (upcoming range),2020,Lithium-ion,53.3,342,Plug-in Hydrogen Refueling,9.2,122374.49,Brown,Israel,2.0,0.0,3.0,12450,3
929,Mahindra,XUV400,2022,Lithium-sulfur,90.7,142,Ultra-Fast Charging (350 kW+),8.8,115873.02,Yellow,Australia,2.0,0.0,3.0,10579,4
930,Lamborghini,Lanzador (upcoming EV),2018,Zinc-air,73.4,105,CHAdeMO,7.3,111029.12,Black,Turkey,4.0,,5.0,12719,5
931,Genesis,GV60,2019,Zinc-air,35.3,364,Vehicle-to-Load (V2L),2.5,84207.11,Rose Gold,Netherlands,,0.0,5.0,5072,3
932,Lucid Motors,Lucid Gravity,2022,Lithium-iron phosphate,20.7,497,NACS,9.4,35264.96,Midnight Black,Austria,5.0,0.0,5.0,14570,5
933,Jaguar,I-PACE,2017,Nickel-metal hydride,37.2,584,Level 1 Charging,5.5,74001.08,Ice Silver,Vietnam,,0.0,5.0,17808,3
934,Li Auto,MEGA,2015,Lithium-sulfur,76.7,459,Vehicle-to-Grid (V2G),1.3,40469.15,Lime Green,Brazil,4.0,0.0,3.0,3965,3
935,Mercedes-Benz,EQS,2024,Nickel-metal hydride,106.4,328,Overhead Pantograph Charging,6.9,87345.57,Burgundy,Norway,0.0,0.0,3.0,9841,3
936,Peugeot,e-5008,2015,Sodium-ion,27.8,503,Level 1 Charging,1.8,109909.34,Matte Blue,South Africa,,0.0,3.0,15741,3
937,Lucid Motors,Lucid DreamDrive,2022,Nickel-manganese-cobalt,82.2,150,NACS,5.0,106007.59,Matte White,China,,,3.0,15652,5
938,Audi,A6 e-tron (upcoming),2017,Lithium-iron phosphate,101.5,311,Overhead Pantograph Charging,11.3,129357.08,Tan,South Korea,0.0,0.0,3.0,6311,5
939,Renault,Scenic E-Tech,2021,Nickel-manganese-cobalt,98.8,543,Ultra-Fast Charging (350 kW+),9.1,45279.16,Sapphire Blue,Turkey,5.0,0.0,3.0,19627,5
940,Mazda,Mazda EV (upcoming models),2016,Nickel-cobalt-aluminum,98.0,313,DC Fast Charging (DCFC),7.0,114536.92,Navy Blue,Sweden,0.0,0.0,4.0,11189,4
941,Maserati,GranTurismo Folgore,2019,Calcium-ion,143.3,361,Vehicle-to-Load (V2L),4.9,134539.09,Ice Silver,Israel,5.0,0.0,5.0,4497,4
942,Pininfarina,Battista,2022,Sodium-ion,89.3,415,DC Fast Charging (DCFC),3.4,62185.4,Bronze,Czech Republic,1.0,0.0,3.0,18547,3
943,Fisker,Pear (upcoming),2018,Calcium-ion,63.5,446,Vehicle-to-Grid (V2G),3.7,101731.26,Lime Green,Denmark,1.0,0.0,3.0,11845,5
944,Maserati,GranTurismo Folgore,2018,Magnesium-ion,80.1,366,NACS,1.8,116729.11,Copper,Belgium,5.0,0.0,5.0,16284,4
945,Polestar,Polestar 5 (upcoming),2022,Lithium-titanate,55.2,390,Vehicle-to-Home (V2H),6.7,47560.79,Gun Metal,China,3.0,0.0,3.0,2180,3
946,Faraday Future,FF 91,2022,Nickel-manganese-cobalt,141.5,381,Battery Swapping,6.4,80459.18,Bronze,South Korea,5.0,0.0,4.0,14325,4
947,Rimac,Nevera,2017,Nickel-metal hydride,36.0,489,Level 2 Charging,1.0,38433.6,Yellow,United Arab Emirates,1.0,0.0,5.0,13869,3
948,Chevrolet,Equinox EV,2015,Lithium-ion,34.5,600,Battery Swapping,3.8,58881.63,Crimson Red,Finland,2.0,0.0,3.0,4971,3
949,Lamborghini,Lanzador (upcoming EV),2018,Nickel-metal hydride,124.7,522,Plug-in Hydrogen Refueling,2.8,103955.6,Pearl White,UK,4.0,0.0,4.0,4081,3
950,Polestar,Polestar 5 (upcoming),2018,Lithium-iron phosphate,79.7,184,NACS,11.1,63536.48,White,Belgium,3.0,0.0,4.0,14619,3
951,Volvo,XC40 Recharge,2016,Nickel-cobalt-aluminum,112.6,326,CHAdeMO,9.0,76137.06,Sapphire Blue,India,,0.0,5.0,16106,4
952,VinFast,VFe34 (discontinued),2020,Sodium-ion,22.7,359,Plug-in Hydrogen Refueling,10.1,102786.47,Turquoise,Sweden,4.0,0.0,3.0,13238,3
953,Rivian,R1S,2020,Nickel-cobalt-aluminum,55.6,466,Solar Charging,10.8,75533.29,Aurora Blue,Germany,4.0,0.0,4.0,716,4
954,Ferrari,Roma PHEV,2020,Nickel-cobalt-aluminum,22.7,323,Vehicle-to-Home (V2H),11.0,40735.31,Gold,Brazil,2.0,0.0,3.0,5522,3
955,Jeep,Grand Cherokee 4xe (PHEV),2015,Nickel-cobalt-aluminum,67.4,489,Ultra-Fast Charging (350 kW+),1.5,139901.99,Green,Finland,0.0,0.0,4.0,14847,3
956,Mazda,MX-30,2021,Lithium-sulfur,133.2,195,Ultra-Fast Charging (350 kW+),5.2,49995.46,Red,Austria,4.0,,5.0,5765,4
957,Lamborghini,Lanzador (upcoming EV),2021,Aluminum-ion,41.8,108,Inductive (Wireless) Charging,7.4,39245.7,Navy Blue,France,1.0,0.0,5.0,12089,5
958,Porsche,Macan EV,2023,Aluminum-ion,44.3,502,Level 1 Charging,4.2,50615.35,Bronze,Turkey,4.0,0.0,,4422,3
959,BMW,i7,2017,Calcium-ion,37.2,541,Overhead Pantograph Charging,7.1,63513.25,Forest Green,Australia,0.0,0.0,5.0,1385,3
960,NIO,ET9,2015,Lithium-sulfur,79.9,509,Vehicle-to-Load (V2L),8.3,77402.03,Matte White,Thailand,3.0,0.0,4.0,19841,5
961,Dacia,Bigster EV (upcoming),2019,Lead-acid,141.8,185,Vehicle-to-Load (V2L),2.0,34370.0,Red,Ireland,2.0,,4.0,12318,4
962,BYD,Han EV,2020,Nickel-manganese-cobalt,45.8,108,Inductive (Wireless) Charging,5.5,106614.44,Charcoal,Malaysia,5.0,,4.0,8011,3
963,Nissan,Leaf,2022,Lithium-sulfur,83.3,338,Vehicle-to-Home (V2H),4.8,54563.09,Gray,Indonesia,1.0,0.0,3.0,9680,4
964,BMW,i4,2022,Aluminum-ion,70.3,434,Vehicle-to-Grid (V2G),1.4,65274.12,Platinum,Turkey,0.0,0.0,4.0,2220,4
965,Pininfarina,Battista,2019,Aluminum-ion,85.9,105,CCS,2.2,115332.6,Bronze,South Korea,,0.0,3.0,14691,4
966,Pininfarina,Battista,2020,Zinc-air,62.5,288,Level 2 Charging,9.7,100274.54,Candy Apple Red,Russia,4.0,,5.0,18558,5
967,Audi,e-tron GT,2021,Sodium-ion,105.9,325,Battery Swapping,2.2,121453.05,Metallic Silver,UK,2.0,0.0,,9925,3
968,Volkswagen,ID.4,2021,Zinc-air,45.2,509,CHAdeMO,5.4,98182.42,Electric Blue,USA,1.0,0.0,4.0,2165,3
969,Changan,SL03,2025,Nickel-manganese-cobalt,34.9,442,Vehicle-to-Home (V2H),9.8,71128.46,Volcanic Yellow,Argentina,2.0,0.0,5.0,10833,5
970,Mini,Mini Cooper SE,2023,Nickel-metal hydride,106.8,527,Battery Swapping,9.8,123395.53,Forest Green,Austria,3.0,0.0,5.0,9849,4
971,Renault,Kangoo E-Tech,2015,Zinc-air,59.0,541,Battery Swapping,1.7,47756.64,Crimson Red,Austria,1.0,0.0,3.0,17767,5
972,BYD,Dolphin,2021,Nickel-cobalt-aluminum,93.7,253,DC Fast Charging (DCFC),3.3,104766.98,Lime Green,China,0.0,0.0,3.0,13573,4
973,Nissan,Ariya,2020,Solid-state,60.0,349,Vehicle-to-Load (V2L),11.2,77561.36,Electric Blue,Thailand,1.0,0.0,3.0,11013,3
974,Cadillac,Celestiq,2024,Nickel-cobalt-aluminum,130.9,151,DC Fast Charging (DCFC),1.4,118491.62,Charcoal,Saudi Arabia,0.0,0.0,5.0,4977,3
975,Tesla,Model Y,2017,Lithium-ion,37.4,531,Overhead Pantograph Charging,8.3,140170.03,Ice Silver,Brazil,0.0,,4.0,3275,3
976,Jeep,Wrangler 4xe (PHEV),2015,Zinc-air,20.0,572,Inductive (Wireless) Charging,9.6,137646.74,Platinum,Russia,,0.0,5.0,2348,5
977,Mazda,MX-30,2016,Nickel-manganese-cobalt,98.8,233,NACS,7.9,113993.13,Yellow,Russia,5.0,0.0,4.0,5334,5
978,Great Wall Motors,ORA Lightning Cat,2020,Lead-acid,59.8,434,Plug-in Hydrogen Refueling,5.3,141659.65,Burgundy,Poland,1.0,0.0,3.0,1205,3
979,BMW,iX1,2016,Nickel-metal hydride,34.0,329,CHAdeMO,2.2,38813.06,Navy Blue,Mexico,4.0,0.0,4.0,4017,5
980,Mini,Mini Aceman,2023,Lithium-titanate,96.4,579,Inductive (Wireless) Charging,10.8,108741.8,Turquoise,Netherlands,2.0,,,8263,4
981,Porsche,Cayenne Electric (upcoming),2022,Flow batteries,145.7,501,Mobile Charging,5.7,127893.74,Racing Red,Vietnam,4.0,0.0,3.0,8211,4
982,Hyundai,Ioniq 7 (upcoming),2020,Nickel-metal hydride,25.5,171,Ultra-Fast Charging (350 kW+),6.4,89442.92,Bronze,Denmark,3.0,,,11820,5
983,Pininfarina,Battista,2020,Lithium-ion,33.6,495,Inductive (Wireless) Charging,2.9,69902.15,Lime Green,Turkey,3.0,0.0,5.0,6444,4
984,Opel,Grandland Electric,2015,Nickel-manganese-cobalt,145.3,402,Solar Charging,6.7,120692.83,Silver,Czech Republic,3.0,0.0,3.0,15548,4
985,Changan,Q05,2024,Lithium-iron phosphate,140.0,527,Ultra-Fast Charging (350 kW+),5.7,66033.9,Ruby Red,Japan,5.0,0.0,4.0,140,5
986,Volvo,XC40 Recharge,2018,Calcium-ion,78.4,303,Level 1 Charging,5.4,145036.49,Cobalt Blue,Portugal,4.0,0.0,,10033,5
987,Mini,Mini Electric,2022,Zinc-air,47.7,438,Solar Charging,9.5,132628.07,Beige,United Arab Emirates,1.0,0.0,5.0,14073,3
988,Pininfarina,Battista,2022,Lithium-ion,32.9,576,Battery Swapping,2.4,65078.0,Gold,Indonesia,3.0,0.0,3.0,9462,4
989,Maserati,Grecale Folgore,2016,Nickel-metal hydride,133.5,536,Level 1 Charging,11.5,37917.87,Navy Blue,Portugal,0.0,0.0,5.0,17517,4
990,MG,MG ZS EV,2022,Flow batteries,99.9,502,DC Fast Charging (DCFC),4.6,41043.61,Midnight Black,India,4.0,0.0,5.0,2831,3
991,Mercedes-Benz,EQE,2020,Nickel-metal hydride,87.9,453,Inductive (Wireless) Charging,6.0,140965.67,Emerald Green,Brazil,,0.0,4.0,3393,5
992,Opel,Mokka-e,2018,Nickel-metal hydride,44.7,426,Vehicle-to-Load (V2L),9.4,119728.12,Red,Austria,3.0,0.0,4.0,12087,3
993,Chevrolet,Bolt EV,2022,Lithium-iron phosphate,20.5,281,Level 1 Charging,11.9,142070.41,Ruby Red,Mexico,0.0,0.0,3.0,4393,3
994,Cadillac,Optiq (upcoming),2023,Magnesium-ion,35.1,169,Vehicle-to-Load (V2L),6.2,149536.28,Volcanic Yellow,Mexico,,0.0,5.0,10389,3
995,Subaru,Solterra,2019,Lithium-ion,131.6,128,Solar Charging,8.1,149808.37,Ice Silver,Spain,1.0,0.0,3.0,17398,4
996,Audi,Q8 e-tron,2019,Lithium-titanate,59.0,111,Level 1 Charging,11.8,69330.46,Cosmic Purple,UK,4.0,0.0,4.0,3715,3
997,Honda,Honda Prologue,2020,Aluminum-ion,36.1,395,Inductive (Wireless) Charging,7.2,39460.66,Blue,Portugal,4.0,0.0,3.0,17987,5
998,Seat,Avenger,2023,Flow batteries,58.7,558,Plug-in Hydrogen Refueling,9.2,34888.49,Tan,UK,2.0,0.0,3.0,19277,3
999,Kia,EV9,2015,Nickel-manganese-cobalt,125.2,307,CCS,3.5,100902.46,Matte Gray,Belgium,,,5.0,3403,5
1000,Faraday Future,FF 91,2022,Lithium-iron phosphate,114.7,164,NACS,9.0,128661.08,Sky Blue,Turkey,3.0,,4.0,18897,5
1001,Opel,Corsa-e,2022,Lead-acid,50.9,320,Inductive (Wireless) Charging,7.6,76612.94,Platinum,South Africa,1.0,0.0,5.0,9426,4
1002,Polestar,Polestar 2,2021,Lithium-sulfur,104.3,354,Level 1 Charging,11.7,78665.4,Metallic Silver,Spain,4.0,,3.0,8152,3
1003,Dacia,Jogger Hybrid,2018,Lithium-iron phosphate,116.8,474,DC Fast Charging (DCFC),8.4,45955.45,Electric Blue,Portugal,4.0,,3.0,450,4
